DEON LIBRA,https://deonlibra.com/,,seed stage,wellness beauty,,2018,SEED,1500000,USD,6000000-9000000,2022,6,Glossier,2,TRUE,,,n/a
SustainAble Home Goods and Accessories,https://yoursustainablehome.com,SustainAble Home Goods is an ethical lifestyle brand with an emphasis on fair trade and ethical sourced home decor and sustainable living products,,,,,,0,USD,,2022,6,Google for Startups Accelerator,1,TRUE,,,accelerator
FanSub,http://fansub.live,"Fansub is the first all-in-one platform for managing a creator's booking, marketing, and live experiences",seed stage,media;marketing,,2021,SEED,2000000,USD,8000000-12000000,2022,6,Cortado Ventures;Atento Capital,1,TRUE,,,venture_capital
Magical I Am,http://magicaliam.com,Focusing on the formative ages of pre-kindergarten through the fourth grade,seed stage,gaming;kids,mobile gaming,2019,EARLY VC,130000,USD,520000-780000,2022,6,,1,TRUE,520000-780000,jun/2022,n/a
BluePenguin Payments,http://bluepenguinpayments.com,A B2B commerce that enable frictionless payables for any business,early growth stage,fintech,payments,2018,EARLY VC,3250000,USD,13000000-19500000,2022,6,,1,TRUE,13000000-19500000,jun/2022,n/a
Rugged Road Outdoors,http://ruggedroadoutdoors.com,"Provides quality, cost effective products that kindle outdoor adventure and to utilize business to implement sustainability in developing communities globally",seed stage,sports,,2021,SEED,450000,USD,1800000-2700000,2022,6,,1,TRUE,1800000-2700000,jun/2022,n/a
Dillon Digitals,https://dillondigitals.com,"Connecting Your Business, Your Data. Bring It Together with Oceanview",seed stage,enterprise software,,2012,SEED,0,USD,,2022,5,Microsoft,1,TRUE,,,corporate
Zinnia,http://zinnia.pro,"To enable teams to perform better, connect deeper, and show up authentically through effortless and impactful offsites",seed stage,,,2022,SEED,250000,USD,1000000-1500000,2022,5,Atlanta Ventures,1,TRUE,,,"private_equity,venture_capital"
Haven Now,http://havennow.org,Builds out a mobile and web platform where people struggling with mood disorders can attend on-demand support groups,seed stage,health,,2022,SEED,5000,USD,20000-30000,2022,5,,1,TRUE,,,n/a
CoinRegTech,http://coinregtech.com,A regulatory technology for digital assets and virtual currency,seed stage,fintech,wealth management;regtech,2018,,0,USD,,2022,5,BroadPeak Partners,1,FALSE,,,corporate
Axle,http://axle.insure,An open platform for consumer-permissioned insurance data,seed stage,fintech,insurance,,SEED,500000,USD,2000000-3000000,2022,5,Y Combinator;Rebel Fund;Gradient Ventures;Contrary Capital;BLH Venture Partners;Soma Capital;YC Continuity,3,TRUE,16000000-24000000,apr/2023,n/a
SkillPointe,http://skillpointe.com,"The all-new, skills-based job comparison tool",seed stage,jobs recruitment,,2020,SERIES B,2250000,USD,9000000-13500000,2022,5,National Association for Community College Entrepreneurship,2,TRUE,6000000,feb/2024,n/a
Fusus,http://fusus.com,An open and unified intelligence platform,late growth stage,security,public safety,2019,EARLY VC,0,USD,,2022,5,Axon,2,TRUE,,,corporate
Feature,http://featureapp.co,The Social Marketplace for Entertainers,seed stage,media,,2021,SEED,250000,USD,1000000-1500000,2022,4,Newchip,1,TRUE,,,accelerator
Digital-cortex,http://digital-cortex.io,The Way You Want Them,seed stage,enterprise software,,2022,SEED,250000,USD,1000000-1500000,2022,4,Theauroraforge,1,TRUE,,,corporate
Isegoria,http://isegoria.com,"Creates an uncensored, blockchain-based, decentralized news and entertainment platform with a funding mechanism for independent media",seed stage,media,publishing,2020,EARLY VC,1000000,USD,4000000-6000000,2022,4,,1,TRUE,4000000-6000000,apr/2022,n/a
LDR Site Services,http://ldr.us,,late growth stage,,,2010,GROWTH EQUITY VC,0,USD,,2022,3,New MainStream Capital,1,TRUE,,,private_equity
artpharmacy.co,http://artpharmacy.co,The Art Pharmacy is a solution for care providers to get their patients access to no-cost cultural experiences that improve emotional well-being,seed stage,health,,,EARLY VC,0,USD,,2022,3,Johnson Venture Partners,2,TRUE,,,venture_capital
nCight,http://ncight.com,,early growth stage,health,,2021,ANGEL,160000,USD,640000-960000,2022,3,,1,TRUE,,,n/a
SkiiMoo Tech,http://skiimootech.com,"A science, engineering and tech firm, focused on creating tech-based consumer products for niche markets that are usually not on the forefront",seed stage,enterprise software,,2019,SEED,0,USD,,2022,3,Black Ambition;Techstars;Techstars Boston;Techstars Paris;Techstars Stockholm;Techstars Berlin;Techstars Dubai;Techstars Berlin Accelerator,2,TRUE,,,n/a
Withisforyou,http://withisforyou.com,Wellness learning to your company,seed stage,jobs recruitment,,2018,EARLY VC,750000,USD,3000000-4500000,2022,3,Collab Capital,1,TRUE,,,venture_capital
Merklebot,http://merklebot.com,Robotics Automation platform powered by blockchain,,,,,,0,USD,,2022,3,Techstars;Techstars Boston;Techstars Stockholm;Techstars Paris;Techstars Berlin Accelerator,1,TRUE,,,accelerator
Eagle Global,http://eagleglobalinc.com,,seed stage,gaming,,1996,LATE VC,50000000,USD,200000000-300000000,2022,3,Goldman Sachs Asset Management,1,TRUE,200000000-300000000,mar/2022,"private_equity,venture_capital"
B4XTherapeutics,http://b4xtherapeutics.com,B4X is a new startup company turning biological big data into breakthrough cures for debilitating diseases of the brain,seed stage,health,pharmaceutical;biotechnology,2015,,0,USD,,2022,3,Illumina,1,FALSE,,,corporate
WellMissЄ,http://hellowellmiss.com,"Holistic & Integrative Wellness Care for HERCentralized Mental, Emotional, Physical, & Soul CareTap In, Tune In and Take Care  __Join our Beta Test Team! _",seed stage,wellness beauty,,2019,SEED,0,USD,,2022,2,Techstars;Techstars Boston;Techstars Stockholm;Techstars Paris;The Walton Foundation;StitchCrew;Techstars Berlin Accelerator,2,TRUE,,,n/a
TheNFTProject,http://thenftproject.io,,early growth stage,fintech,crypto and defi,2021,SEED,15000000,USD,40000000,2022,2,,1,TRUE,40000000,feb/2022,n/a
Changemaker,http://joinchangemaker.com,Accelerating impact for the best schools and non-profits in the world,seed stage,kids,,2020,EARLY VC,2000000,USD,8000000-12000000,2022,2,,1,TRUE,,,n/a
ProArch,https://proarch.com,,late growth stage,,,2006,GROWTH EQUITY VC,12500000,USD,,2022,2,MSouth Equity Partners,2,TRUE,,,private_equity
RCX sports,http://rcxsports.com,RCX Sports collaborates with top sports brands and pro leagues in the youth sports sector,late growth stage,sports,sport league & club,2019,,0,USD,,2022,1,,1,FALSE,,,n/a
Meditology Services,http://meditologyservices.com,"A top-ranked provider of information risk management, cybersecurity, privacy, and regulatory compliance consulting services exclusively for healthcare organizations",early growth stage,security,,2011,GROWTH EQUITY VC,0,USD,,2022,1,Primus Capital Partners,1,TRUE,,,"private_equity,venture_capital"
Camp Jam,http://campjam.com,,early growth stage,,,2004,LATE VC,0,USD,,2022,1,Blue Rhino Capital,1,TRUE,,,venture_capital
Zilla,http://zillagigs.com,Get Started Today - ItХs Free!,,kids,,,EARLY VC,0,USD,,2022,1,Blue Rhino Capital,1,TRUE,,,venture_capital
Flaire,http://flaire.me,,early growth stage,travel,,2019,SEED,0,USD,,2022,1,Praxis;CAV Angels,1,TRUE,,,corporate
WunderGrubs,https://www.wundergrubs.com,We help aquaculture farmers save time and money by feeding fish smarter!,seed stage,food,agritech;innovative food,2016,SEED,120000,USD,480000-720000,2022,1,Center for Civic Innovation;Techstars;Techstars Boston;Techstars Stockholm;Techstars Paris;Techstars Berlin Accelerator,1,TRUE,,,n/a
Everly,http://everly.care,"Everly is led by a group of grievers Р peer supporters, team leaders, practitioners, and educators Р who have committed our lives to understanding and engaging with grief and loss as a natural part of the human condition",early growth stage,media,,2021,SEED,350000,USD,1400000-2100000,2022,1,,1,TRUE,,,n/a
Nullstone,https://nullstone.io/,"The developer platform for growing engineering teams to rapidly launch secure, full-stack apps and environments",seed stage,enterprise software,,2020,SEED,130000,USD,520000-780000,2022,1,Y Combinator,1,TRUE,520000-780000,jan/2022,accelerator
Hazel,http://gethazelapp.com,Making it fun to fight climate change. Launching a web3 mobile game for climate impact!,seed stage,gaming,,2019,SEED,0,USD,,2022,1,,1,TRUE,,,n/a
Brash Music,http://brashmusic.com,,late growth stage,music,,2006,LATE VC,0,USD,,2021,12,Ellis Capital,1,TRUE,,,venture_capital
Vibely,http://vibely.ai,,seed stage,,,2023,SEED,0,USD,,2021,12,,2,TRUE,,,n/a
Frontyard Games,http://frontyardbaseball.com,A blockchain gaming studio developing social Play-and-Earn video games,seed stage,gaming,console & pc gaming,2021,SEED,0,USD,,2021,12,,1,TRUE,,,n/a
Tautuk,http://tautuk.com,Provides security technology for OT and IOT,seed stage,security,,2021,SEED,1400000,USD,5600000-8400000,2021,12,1414 Ventures,1,TRUE,,,venture_capital
Devnext,http://devnext.com,,early growth stage,,,1997,,0,USD,,2021,12,,1,FALSE,,,n/a
Havens,http://stayhvn.com,"One-of-a-Kind Residences, Villas and Homes in Top Destinations",,travel,booking & search;online travel agency,,CONVERTIBLE,5100000,USD,,2021,11,,1,TRUE,,,n/a
Renegade,http://renegadeinsurance.com,"We are an independent insurance agency that has harnessed the power of technology to simplify the process to purchase, compare, and manage insurance",late growth stage,fintech,insurance,2018,LATE VC,40600000,USD,162400000-243600000,2021,11,NFX;Alarko Ventures;HSCM Ventures;MetaProp,1,TRUE,162400000-243600000,nov/2021,n/a
Lynx Capital,http://lynxcapitalfunds.com,,,,,,,0,USD,,2021,11,FSI Fund,1,TRUE,,,n/a
Boomerang,http://boomreturns.com,End-to-end returns management,seed stage,transportation,logistics & delivery,2021,SEED,1200000,USD,4800000-7200000,2021,11,,1,TRUE,,,n/a
Dealer Solutions & Design,http://www.dsdteam.com/,,early growth stage,real estate,,2005,LATE VC,0,USD,,2021,11,KT Capital Partners;Safe-Guard Products International,2,TRUE,,,investment fund
Beatly Music,https://www.beatlymusic.com/,,seed stage,,,2020,SEED,0,USD,,2021,10,Beyond The Game Network,1,TRUE,,,corporate
Aideter,http://aideter.com,"Learn how our plug and play AI video monitoring solution can help your home, property, business and business",,security,,,SEED,0,USD,,2021,10,,1,TRUE,,,n/a
Ampliphi,http://ampliphi.io,,seed stage,enterprise software,,2021,,0,USD,,2021,10,Venture Kick;Plug and Play;Plug & Play Topeka;ClimeCo,2,TRUE,,,n/a
Summit Hosting,http://summithosting.com,Cloud-based hosting to businesses all around the world,early growth stage,hosting,,2006,,0,USD,,2021,10,Silver Oak Services Partners,1,TRUE,,,private_equity
Tarateachers,http://tarateachers.com,"Every teacher needs an assistant - and now they have TARA, the teacher workflow tool that saves you time & energy",seed stage,education,,2019,ANGEL,0,USD,,2021,9,Techstars;Techstars Paris;Techstars Boston;Techstars Stockholm;Techstars Berlin;Techstars Dubai;Techstars Berlin Accelerator,2,TRUE,480000-720000,jan/2023,n/a
UnDelay,https://www.undelayapp.com,We provide a mobile and web application to streamline the process of flight crew communication,seed stage,transportation;enterprise software,logistics & delivery,2017,ANGEL,100000,USD,400000-600000,2021,9,gener8tor;Black Ambition,2,TRUE,,,n/a
Robling,http://robling.io,Retail Analytics for Succeeding Through Covid-19 | Robling,early growth stage,enterprise software,,2018,EARLY VC,0,USD,,2021,9,Snowflake Ventures,1,TRUE,,,n/a
MapHabit,http://www.maphabit.com/,An interactive care management platform that utilizes a patented visual mapping system with smart devices to improve cognition and reinforce routine habits,early growth stage,health,health platform,2018,SEED,1200000,USD,4800000-7200000,2021,9,Georgia Research Alliance;National Institutes of Health;Small Business Innovation Research (SBIR),5,TRUE,,,n/a
Onwards HR,https://onwardshr.com/,Save time and improve compliance while making a great last impression,early growth stage,legal;enterprise software,regtech & compliance;legal matter management;legal documents management,2021,SEED,500000,USD,5000000,2021,9,Overline,1,TRUE,,,venture_capital
Volato,http://flyvolato.com,The modern way to buy and own a private jet,late growth stage,transportation,"search, buy & rent",2021,SEED,3000000,USD,12000000-18000000,2021,9,PROOF Acquisition Corp I;ICS Investment Management,6,TRUE,18000000-27000000,mar/2023,n/a
Oliocommerce,http://oliocommerce.io,Olio represents the leading community-focused marketplaces,seed stage,media;marketing,,2021,SEED,0,USD,,2021,8,,1,TRUE,,,n/a
Incident IQ,http://incidentiq.com,"Technology support platform that enables districts to manage all the hardware, software",late growth stage,enterprise software,,2016,GROWTH EQUITY VC,0,USD,,2021,8,JMI Equity;Cove Hill Partners,2,TRUE,,,"private_equity,venture_capital"
Inventech Solutions,http://inventech-solutions.com,,late growth stage,,,2018,EARLY VC,0,USD,,2021,7,Georgia Research Alliance,1,TRUE,,,non-profit
Flowerwork,http://flowerwork.io,Builds the tools that you and your team need to collaborate on software releases,seed stage,enterprise software,,2021,SEED,286500,USD,1146000-1719000,2021,7,,1,TRUE,,,n/a
Cryoocyte,http://cryoocyte.com,,early growth stage,,,2012,SERIES A,7210000,USD,28840000-43260000,2021,7,,1,TRUE,28840000-43260000,jul/2021,n/a
BRIJ Medical,https://brijmedical.com/,A medical device start-up changing the way wounds are closed and scars are prevented utilizing innovative technology with a world class team,seed stage,health,medical devices,2021,SEED,4770855,USD,19083420-28625130,2021,7,Georgia Research Alliance;Tim Gleeson,3,TRUE,22000000-33000000,feb/2024,n/a
OrderNerd,http://ordernerd.com,Makes it easy to manage and add favorite delivery service providers so that staff and customers have a better experience,seed stage,legal;enterprise software,,2019,,0,USD,,2021,7,Techstars;Popmenu;Techstars Boston;Techstars Stockholm;Techstars Paris,2,TRUE,,,n/a
Networx,http://networx.com,,late growth stage,home living,,2005,EARLY VC,5000027,USD,20000108-30000162,2021,7,,1,TRUE,,,n/a
Epic Kitchens,http://epickitchens.com,Multi-unit operator of delivery-only locations with a growing footprint across desirable markets,seed stage,food,food logistics & delivery;in-store retail & restaurant tech,2020,EARLY VC,5868555,USD,23474220-35211330,2021,7,,1,TRUE,,,n/a
Postup,http://thenewsocialmediacompany.com,,seed stage,,,,,0,USD,,2021,7,,1,FALSE,,,n/a
Mountainseed,http://mountainseed.com,The world leader in commercial real estate,late growth stage,real estate,real estate services;real estate software,2006,LATE VC,0,USD,,2021,7,Equity Investment Group,1,TRUE,,,corporate
Getdoctor,http://getdoctor.co,,seed stage,health,,,SEED,250000,USD,1000000-1500000,2021,6,Newchip,1,TRUE,,,accelerator
Bank Shot,http://getbankshot.com,Send earnest money and real estate funds in seconds,early growth stage,fintech,payments,2014,SEED,0,USD,,2021,6,Rule 1 Ventures,1,TRUE,,,venture_capital
ViewFi,http://viewfi.com,ViewFi Health's technology is built to make musculoskeletal telehealth visits better than in-person visits,early growth stage,health,,2020,SEED,6000000,USD,24000000-36000000,2021,5,Insight Partners,1,TRUE,,,"private_equity,venture_capital"
PorterLogic,http://porterlogic.com,"Flexible, low-code supply chain application platform that replaces spreadsheets and fills the gaps between systems",seed stage,transportation,logistics & delivery,2020,SEED,0,USD,,2021,5,TitletownTech,2,TRUE,,,n/a
Verifiably,http://verifiably.com,,,security,,,SEED,61000,USD,244000-366000,2021,5,,1,TRUE,,,n/a
Clubba (by Usit),https://getclubba.com/,College students from around the world teaching kids skills virtually,early growth stage,education;kids,,2020,ANGEL,0,USD,,2021,4,Google for Startups Accelerator,2,TRUE,,,n/a
YOKE,http://yokegaming.com,"YOKE builds fan engagement technology for student-athletes to maximize their name, image, and likeness",early growth stage,sports,,2020,SEED,0,USD,,2021,4,,1,TRUE,,,n/a
Boston Biopharma,http://bostonbiopharma.com,"Providing medications for cystic fibrosis, cancer, multiple sclerosis, and immunology",seed stage,health,,2009,EARLY VC,1500000,USD,6000000-9000000,2021,4,,1,TRUE,,,n/a
LUV NFT,http://luvnft.com,Marketplace on Solona blockchain that allows to monetize content with no middleman,,,crypto and defi;social media,2020,SEED,0,USD,,2021,4,,1,TRUE,,,n/a
Hit Selections,http://hitselections.com,Music Distibution and Label Services,seed stage,,,2021,SEED,0,USD,,2021,4,,1,TRUE,,,n/a
Interskill Learning,https://www.interskill.com,Develops and supports the global Mainframe Computing IndustryХs only comprehensive curriculum of self-paced e-learning,early growth stage,education,,1991,GROWTH EQUITY VC,0,USD,,2021,4,Alpine Investors,1,TRUE,,,private_equity
Ponapal,http://ponapal.com,,seed stage,health,,2017,SEED,250000,USD,1000000-1500000,2021,3,Newchip,1,TRUE,,,accelerator
MSouth Capital,http://msouthcapital.com,Provides customized debt and minority equity financing solutions to lower middle market firms based primarily in the South,seed stage,fintech,,,,0,USD,,2021,3,MSouth Equity Partners,1,TRUE,,,private_equity
Vespr Solar,http://vesprsolar.com,"A solar hardware company focused on making PV solar installation faster, cheaper, and more reliable",early growth stage,energy,clean energy,2016,SEED,505000,USD,2020000-3030000,2021,3,Launchpad Venture Group;Small Business Innovation Research (SBIR);Plains Venture Partners;New York Angels,1,TRUE,,,n/a
MiPro,http://miprohub.com,A global sports technology startup dedicated to developing tools and resources to support underserved athletes,seed stage,sports,,2021,SEED,350000,USD,1400000-2100000,2021,3,,1,TRUE,,,n/a
EyeGage,http://eyegage.com,Access to drug screening technology via intelligent mobile eye scans,seed stage,security;transportation,public safety;mobility;autonomous & sensor tech,2020,SEED,0,USD,,2021,3,Google for Startups Accelerator;ATDC;AWS Startup Loft Accelerator;Right Side Capital Management,5,TRUE,,,n/a
Empower Community Care,https://empowercommunitycare.com,Behavioral health services and technology for vulnerable populations,early growth stage,health,,2016,GROWTH EQUITY VC,0,USD,,2021,3,Northlane Capital Partners,1,TRUE,,,private_equity
Semaine Health,http://semainehealth.com,An anti-inflammatory supplement for the week of  period,seed stage,wellness beauty,,2021,SEED,1550000,USD,6200000-9300000,2021,2,KarpReilly,1,TRUE,,,"private_equity,venture_capital"
TheraTrue,https://www.theratrue.com/,A Georgia-based company focused on improving lives through innovation in the medical cannabis industry,seed stage,health,pharmaceutical,2019,EARLY VC,50000000,USD,200000000-300000000,2021,2,,1,TRUE,200000000-300000000,feb/2021,n/a
BetterBot,http://betterbot.com,,late growth stage,enterprise software,,2018,SEED,2650000,USD,10600000-15900000,2021,1,UnitLeader,1,TRUE,,,venture_capital
Matmerize,http://matmerize.com,Matmerize is the new standard for the accelerated development of polymers & formulations powered by machine learning,early growth stage,enterprise software,,2019,EARLY VC,0,USD,,2021,1,Georgia Research Alliance,1,TRUE,,,non-profit
Nyak Cognac,http://nyakcognac.com,,late growth stage,,,1830,EARLY VC,0,USD,,2021,1,Detroit Equities,1,TRUE,,,venture_capital
Purposity,http://purposity.com,,seed stage,media,,2016,SEED,0,USD,,2021,1,Praxis,1,TRUE,,,corporate
Roots Real Estate,http://investwithroots.com,"Roots Investment Community is a Commercially motivated, Community-inspired real estate investment fund",early growth stage,fintech;real estate,,2021,SEED,2000000,USD,8000000-12000000,2021,1,,1,TRUE,,,n/a
Sola Insurance,https://solainsurance.com/,"Sola is an MGA offering a data-driven supplemental insurance plan which covers immediate out-of-pocket expenses for homeowners following losses from catastrophic disasters, such as tornadoes",early growth stage,fintech,insurance,2020,SEED,0,USD,,2021,1,Global Insurance Accelerator,1,TRUE,,,accelerator
New Breed Meats,https://eatnewbreed.com,"1st black and woman-owned producer of premium plant-based meats, allowing seamless transition to a plant forward lifestyle",seed stage,food,innovative food,2018,SEED,200000,USD,800000-1200000,2021,1,Big Idea Ventures;Sustainable Food Ventures,1,TRUE,800000-1200000,jan/2021,accelerator
SemiCab,http://semicab.com,"A connected long-haul trucking ecosystem for shippers, carriers, and brokers-- transforming the way they collaborate and enabling reliable capacity at stable prices",early growth stage,transportation,logistics & delivery,2018,SEED,900000,USD,3600000-5400000,2021,1,Plug and Play;CandyVC,1,TRUE,,,n/a
Empowrd,http://empowrd.com,Civic engagement eco-system that removes all knowledge-based or network-based barriers that typically block effective 2way civic engagement,seed stage,education,,2015,SEED,100000,USD,400000-600000,2021,1,Techstars;Techstars Boston;Techstars Stockholm;Techstars Paris,1,TRUE,,,accelerator
Benjamin,https://getbenjamin.com,The financial industry's premier AI assistant,early growth stage,fintech,financial management solutions,2008,ANGEL,0,USD,,2021,1,Bob Conchiglia;gener8tor,1,TRUE,,,angel
The Original Hot Dog Factory,http://theoriginalhotdogfactory.com,,early growth stage,food,,2010,LATE VC,0,USD,,2020,12,Pivotal Growth Partners,1,TRUE,,,private_equity
Infinovate,http://infinovate.com,Operates as an online investment fund analytics platform,seed stage,fintech,,2016,SEED,20000,USD,80000-120000,2020,12,,1,TRUE,80000-120000,dec/2020,n/a
Dsilo,http://dsilo.io,AI platform enabling enterprises to automatically capture value lost when transacting with customers and suppliers,late growth stage,enterprise software,,2020,SEED,550000,USD,2200000-3300000,2020,12,,1,TRUE,,,n/a
Joiya,https://joiya.life/,A wellness company that thoughtfully-crafts products enriched with CBD for women and their families,early growth stage,wellness beauty,,2019,EARLY VC,3900000,USD,15600000-23400000,2020,12,,1,TRUE,15600000-23400000,dec/2020,n/a
Maestral Solutions,https://www.maestralsolutions.com,Product development and digital transformation partner that delivers exceptional products and technology services at scale,late growth stage,enterprise software,,2007,GROWTH EQUITY VC,0,USD,,2020,12,Olympia Capital Partners,1,TRUE,,,private_equity
"Mathematician, Jr",http://mathjr.org,Offering workbooks and manipulatives designed to enhance the math skills of the very young using an abacus math approach,early growth stage,education;kids,learning tools and resources,2020,,0,USD,,2020,11,gener8tor,1,TRUE,,,n/a
Ethnic District,http://ethnicdistrict.com,"The number one online marketplace in the U.S. to shop high-quality, authentic African products from the best African brands worldwide",seed stage,wellness beauty;food,food logistics & delivery,2018,,0,USD,,2020,11,Zane Venture Fund,2,TRUE,,,n/a
Forge Partners,http://forgepartners.co,"A network of mission-driven pediatric therapy practices, entirely dedicated to partnering with practices that provide exceptional speech pathology, occupational therapy, physical therapy, autism services, and mental health services in the Eastern United States",seed stage,health,,2018,EARLY VC,4643000,USD,18572000-27858000,2020,11,,1,TRUE,,,n/a
Core Technologies,http://coretechinc.com,,early growth stage,,,1998,EARLY VC,8499786,USD,33999144-50998716,2020,10,,1,TRUE,,,n/a
Loyal,https://loyalhealth.com,"An all-in-one consumer experience platform that provides health systems with the data foundation and digital solutions to engage, connect, and deliver a modern healthcare consumer experience",late growth stage,health,health platform,2015,SERIES A,12500000,USD,50000000-75000000,2020,10,Concord Health Partners,1,TRUE,50000000-75000000,oct/2020,"private_equity,venture_capital"
ZeaMed Health,http://zeamedhealth.com,A healthcare price transparency app that is changing the way Americans find and pay for health care,seed stage,health;fintech,payments,2018,,0,USD,,2020,9,Nashville Entrepreneur Center,1,TRUE,,,venture_capital
Rev.io,https://rev.io/,"At Rev.io, weХre committed to creating the best billing and back-office software company in the world!",late growth stage,enterprise software,,2002,GROWTH EQUITY VC,0,USD,,2020,9,SaaS Capital,2,TRUE,,,n/a
Fuse Analytics,http://fuseanalytics.com,Next Generation HR Data Archiving And Analytics | The Platform For The Future Of HR Data Management,seed stage,enterprise software,,2010,SEED,1000000,USD,4000000-6000000,2020,8,CEAS Investments,1,TRUE,,,family_office
Dendrite Health,http://dendritehealth.com,,seed stage,,,2018,SEED,0,USD,,2020,8,Nashville Entrepreneur Center,1,TRUE,,,venture_capital
Advocate Networks,https://advocateinsiders.com,Advocate Р The Premier TBM Services Company - Advocate,late growth stage,enterprise software,,2001,GROWTH EQUITY VC,0,USD,,2020,8,Spire Capital;Accenture,2,TRUE,,,private_equity
Usit,https://www.usit.care,The On-Demand Babysitting App: connecting you with the brightest college student sitters in your area,seed stage,kids,,2017,,0,USD,,2020,7,Google for Startups Accelerator,1,TRUE,,,accelerator
Parts Spotter,http://partsspotter.us,"Search, Compare and Find Deals on Car Parts",seed stage,,,2019,SEED,0,USD,,2020,7,Techstars,1,TRUE,,,accelerator
Nutrishus Brands Inc.,http://rxsugar.com,"Non-GMO Project Verified, Keto Certified, Grain-Free/Gluten-Free Certified, FODMAP Friendly Certified, Kosher, Halal, Plant-Based and Naturally Vegan",seed stage,food,,,SEED,4000000,USD,16000000-24000000,2020,6,For Good Ventures,1,TRUE,,,venture_capital
Nova Health Labs,http://novahealthlabs.com,Improving workflow and process automation for cancer and health care communications,seed stage,health,health platform,2018,SEED,0,USD,,2020,6,,1,TRUE,,,n/a
GAXtracts,https://www.gaxtracts.com/,Georgia based Industrial Hemp Manufacturing,seed stage,health;food,biotechnology;agritech,2019,SEED,2000000,USD,8000000-12000000,2020,6,Advantage Capital,2,TRUE,8000000-12000000,jun/2020,"private_equity,venture_capital"
Neighborhood Nurse,http://neighborhoodnurse.com,,seed stage,health,health platform,2020,EARLY VC,150000,USD,600000-900000,2020,5,,1,TRUE,,,n/a
Warehowz,http://warehowz.com,Innovative logistics technology company in the on-demand_ warehousing industry,seed stage,transportation,logistics & delivery,2018,SEED,1300000,USD,5200000-7800000,2020,5,Plug and Play;Charlottesville Angel Network;Virginia Innovation Partnership;757 Angels powered by VentureSouth;757 Angels_1,4,TRUE,9200000-13800000,sep/2023,n/a
Squeet,http://squeet.co,Increase engagement in your organization and forget about arguing with your friends to make group decision,seed stage,enterprise software,,2020,SEED,0,USD,,2020,5,,1,TRUE,,,n/a
AiLegal,http://ailegal.com,Cloud-based SaaS software in document automation,seed stage,legal,legal information;legal documents management,2020,SEED,600000,USD,2400000-3600000,2020,4,,1,TRUE,,,n/a
range beauty,http://rangebeauty.com,,seed stage,wellness beauty,,2017,,0,USD,,2020,3,Fearless Fund,1,TRUE,,,n/a
wellmarkt,http://wellmarkt.com,"Makes well-being equitable, user-friendly, and affordable for companies that want to keep their employees",seed stage,wellness beauty;jobs recruitment,,2020,,0,USD,,2020,3,DivInc,1,TRUE,,,n/a
Computis,http://computis.io,Accounting software for digital assets,seed stage,security;fintech,,2019,SEED,150000,USD,600000-900000,2020,3,,1,TRUE,,,n/a
Tegger,http://tegger.io,Provides accurate data for advertising on content sites through a digital solution that collects and cross-checks precise consumer information,seed stage,marketing,,2019,EARLY VC,60000,USD,240000-360000,2020,3,The Farm Startup Accelerator;Right Side Capital Management;Boomtown Accelerators,1,TRUE,,,venture_capital
WorkN,http://workn.com/,"An on-demand staffing platform that combines mobile-first technology, industrial grade workforce management, and a robust, white-labeled mobile app",early growth stage,jobs recruitment,,2015,SERIES A,0,USD,,2020,3,Jeff Harris,1,TRUE,,,angel
Radyus Research,http://radyusresearch.com,Radyus Research Р Collaborative Research Organization,early growth stage,health,pharmaceutical;biotechnology,2019,SEED,200000,USD,800000-1200000,2020,2,,1,TRUE,800000-1200000,feb/2020,n/a
Elastic Audio,https://www.elasticaudio.com/,"A flexible, high-performance platform for creating rich real-time audio",seed stage,music;media,,2019,SEED,0,USD,,2020,2,Techstars;Techstars Boston;Techstars Stockholm;Techstars Paris,1,TRUE,,,accelerator
Stacklr,http://stacklr.com,Businesses manage their inventory,seed stage,enterprise software,,2020,SEED,425000,USD,1700000-2550000,2020,1,,1,TRUE,,,n/a
Nutrivert,http://nutrivertglobal.com,Replacing antibiotics in livestock production,seed stage,food,,2016,EARLY VC,1000000,USD,4000000-6000000,2020,1,Cultivation Capital;Sparklabs Cultiv8;Georgia Research Alliance;Cade Museum for Creativity + Invention,5,TRUE,6000000-9000000,mar/2023,accelerator
Tuesday Advisors,http://tuesdayadvisors.com,,seed stage,,,2020,SEED,50000,USD,200000-300000,2020,1,,1,TRUE,,,n/a
AuditDeploy,http://auditdeploy.com,Builds software that empowers organizations to accelerate technology delivery at the speed of business,seed stage,security,cloud & infrastructure,2019,SEED,100000,USD,400000-600000,2020,1,,1,TRUE,,,n/a
Raxis,https://raxis.com/,"Offers penetration testing, risk assessments, incident response, and social engineering services",early growth stage,security,,2011,GROWTH EQUITY VC,0,USD,,2020,1,RCP Equity,1,TRUE,,,"private_equity,venture_capital"
CEA Fresh Farms,http://ceafreshfarms.com,Agriculture company that specializes in the fields of food production and improving natural resources,seed stage,food,agritech,2019,EARLY VC,13918590,USD,55674360-83511540,2019,12,,1,TRUE,55674360-83511540,dec/2019,n/a
Meltblown Technologies,http://meltblowntechnologies.com,,early growth stage,,,2007,,0,USD,,2019,11,,1,FALSE,,,n/a
Management Resource Group,http://mrgllc.net,"Providing revenue cycle, coding, and credentialing services to healthcare providers",early growth stage,health;enterprise software,,1998,GROWTH EQUITY VC,0,USD,,2019,11,EqualizeRCM Services,1,TRUE,,,corporate
